name,address,categories,rating,user_ratings_total,place_id,lat,lng,sources
Won Korean BBQ & Grill,"miguel aleman 1000 parque indsutrial stiva aeropuerto plaza aeropuerto monterrey, 66640 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.7,4392,ChIJxYciNv_vYoYRZt-WhwKa2i8,25.7880204,-100.1457384,烧烤｜蒙特雷
Won Korean BBQ & Grill,"plaza kune, Av. Puerta de Hierro 212-local 202, Residencial Puerta de Hierro, 64346 Monterrey, N.L., 墨西哥",餐饮,4.7,3302,ChIJO4RQHuqRYoYRHerJVxEqJKc,25.764058,-100.4127161,烧烤｜蒙特雷
WORLD OF TEA,"PLAZA TANARAH LOC. 120, Av. José Vasconcelos 345-1° PISO, Santa Engracia, 66267 San Pedro Garza García, N.L., 墨西哥",甜品/茶饮,4.9,144,ChIJa7BMFgq-YoYRn8fQ6nBfmc4,25.6538554,-100.3485821,奶茶｜蒙特雷
WS Salon by Caro & Janeth,"Av. Portal del Huajuco La Herradura local 22, planta alta, Colonia, 64989 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.8,29,ChIJeax-OxTHYoYRJbQIBdnOECw,25.5600701,-100.2324614,发廊｜蒙特雷 | 理发｜蒙特雷
XI HU HOT POT,"Av. Isidoro Sepúlveda Martínez 690-l15, Titan S.a., 66633 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.5,74,ChIJ9UQqsw7rYoYRBPxH4i5iBW0,25.742001,-100.2175204,hot pot｜蒙特雷 | hotpot｜蒙特雷 | huo guo｜蒙特雷 | huoguo｜蒙特雷 | xihu hot pot｜蒙特雷 | xihu hotpot｜蒙特雷 | 串串｜蒙特雷 | 火锅｜蒙特雷 | 麻辣烫｜蒙特雷
Xiao ling comida china,"Av. Raúl Salinas Lozano 211, Topo Grande, 66055 Cdad. Gral. Escobedo, N.L., 墨西哥",餐饮,4.7,6,ChIJwcfG2YCTYoYRnBDiw0mOoCg,25.7820702,-100.3190672,xiaolong｜蒙特雷
Xin Yuan Comida China Cantonesa,"Av Calz Unión, Miguel Alemán, 66470 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.6,23,ChIJD9UAaGjrYoYRawGmJ7K-1OE,25.71521,-100.2219397,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Xing Fa,"Carr. Monterrey - Saltillo 2601, La Puerta, 66367 Cdad. Santa Catarina, N.L., 墨西哥",餐饮,4.6,13,ChIJOZnlK26ZYoYRclnv69ZE1GA,25.6883977,-100.4906287,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Xing Feng Comida Cantonesa,"Hacienda San Jerónimo, 64634 Monterrey, Nuevo Leon, 墨西哥",餐饮,4.3,12,ChIJ9VCq31mXYoYRCIQkoFluW-Q,25.6944811,-100.3801469,xiaolongbao｜蒙特雷 | 小吃｜蒙特雷
XingFa comida china,"墨西哥 Nuevo León, Cdad. Apodaca, Villas de Santa Rosa, Mezquital - Sta. Rosa, 邮政编码: 66610",餐饮,4.7,10,ChIJsyULvtHtYoYRHV7ZBco2-Sw,25.805335,-100.22234,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Xingyunlai comida china,"Ignacio López Rayon 102, Centro, 66400 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.8,46,ChIJM1dzdwCVYoYR-9UnJtl3rRc,25.7538722,-100.2957828,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Yama-to Valle,"Río Amazonas 230, Del Valle, 66220 San Pedro Garza García, N.L., 墨西哥",餐饮,4.6,3564,ChIJiYkb3u-9YoYR_7P2woZrGH8,25.6595488,-100.3626689,jiaozi｜蒙特雷
Yamasan Ramen House,"Plaza Tanarah, Av. José Vasconcelos 345-Local 133, Santa Engracia, 66267 San Pedro Garza García, N.L., 墨西哥",餐饮,4.6,3907,ChIJKcR0PAq-YoYRmX7OnV0F9cY,25.6540648,-100.3480995,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | 拉面｜蒙特雷
Yesi's Belleza Natural,"C. Hacienda San Roberto 424, Hacienda el Palmar, 66367 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,5,2,ChIJi5EugN-YYoYR9uISgwe45Ng,25.7076523,-100.5100028,美容｜蒙特雷
Yi Tea,"Carr. A Dulces Nombres 400, Valle Soleado, 64117 Guadalupe, N.L., 墨西哥",甜品/茶饮,4.2,22,ChIJISiO7PXpYoYRPHk356DncUA,25.7037858,-100.1618928,奶茶｜蒙特雷 | 茶饮｜蒙特雷
Yisus Style Barbería,"Jose Maria Arteaga 1262B-ote, Centro, 64000 Monterrey, N.L., 墨西哥",美容/美发/美甲,5,85,ChIJDe3RFty_YoYRumJmeqjXbGE,25.6817929,-100.3021992,理发｜蒙特雷
YIZI RAMEN & BOBA TEA,"Plaza sendero a un lado de la tienda Del Sol, La Puerta, 66367 Cdad. Santa Catarina, N.L., 墨西哥",餐饮,4.8,34,ChIJJzWBjN2ZYoYRnpKIxn5L9uQ,25.6875916,-100.4914081,boba｜蒙特雷 | bubble tea｜蒙特雷 | 拉面｜蒙特雷
Yofi Hair Spa,"Av. Gonzalitos 460-Local 1, San Jerónimo, 64640 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.9,21,ChIJX9rA7VSXYoYRirkqYvwi5co,25.6763398,-100.3527474,发廊｜蒙特雷
Yoki Alta Peluquería,"Jardín de las delicias 3628, esq, Cdad. del Limón Col, Jardín de Las Mitras, 64320 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.7,61,ChIJn_Xk2n6WYoYRgw5iLbnJi-s,25.7141494,-100.353133,发廊｜蒙特雷
Yorz Barbershop Sendero Escobedo,"Av. Sendero Nte # 130 Col, Av. Sendero Divisorio 130-local G1, Valle del Cañada, 66059 Cdad. Gral. Escobedo, N.L., 墨西哥",美容/美发/美甲,3.7,187,ChIJp-StwYGUYoYRIKNrVB5WLw4,25.7686236,-100.3005356,理发｜蒙特雷
Yorz Barbershop Sendero La Fe,"km 18, Av. Miguel Alemán 789, Centro, 66600 Cdad. Apodaca, N.L., 墨西哥",美容/美发/美甲,3.9,283,ChIJWfu7Fe3rYoYRY5x33zSsRg8,25.7624606,-100.1917398,理发｜蒙特雷
YUCHAI MONTERREY,"Los Pinos 100, Colonia 2 de Junio, 67189 Guadalupe, N.L., 墨西哥",汽车/维修,5,1,ChIJC-lsFNPBYoYRH40nclXi68w,25.6770906,-100.2123453,汽车｜蒙特雷 | 维修｜蒙特雷
YUN LAI,"墨西哥 Nuevo León, Guadalupe, Sin Nombre de Col 19, Av. Adolfo López Mateos, 邮政编码: 67167",零售/超市,4.6,5,ChIJVYeEWDXrYoYRfKfSd8i1Hyo,25.6895234,-100.2120984,亚洲超市｜蒙特雷 | 超市｜蒙特雷 | 食品店｜蒙特雷
Zhōngcān 中餐,"Josefa Ortiz de Domínguez 203, Sin Nombre de Col 1, 67480 Cadereyta Jiménez, N.L., 墨西哥",餐饮,4.4,28,ChIJ50t6vWnbYoYRVriFZgdNfo0,25.589933,-99.99828790000001,中餐｜蒙特雷
ヌエボレオン代,"Av. Francisco I. Madero, Mitras Sur, 64020 Monterrey, N.L., 墨西哥",教育/培训,,,ChIJXTuT8eSVYoYR8KM5dEnqlm8,25.687035,-100.3423637,教育｜蒙特雷
中国超市Panda（小熊猫）,"Av. Raúl Salinas Lozano 591, Fraccionamiento Cortijo los Ayala, 66072 Cdad. Gral. Escobedo, N.L., 墨西哥",零售/超市,4.3,3,ChIJCdTGis6TYoYRFE-eClDg7UE,25.7933454,-100.3302521,亚洲超市｜蒙特雷
国素新餐馆,"Av. Dr. José Eleuterio González 114, Vista Hermosa, 64620 Monterrey, N.L., 墨西哥",餐饮,,,ChIJSxF5RgCXYoYRwDcRQ4nNuNY,25.6899704,-100.3518091,中餐馆｜蒙特雷
墨西哥租房小区,"Av. Concordia S/N, Anahuác San Patricio - Sector San Antonio, 66058 Cdad. Gral. Escobedo, N.L., 墨西哥",地产/中介,4.7,26,ChIJ77kY1X-TYoYRxmGZSFKkV6k,25.7871945,-100.2947447,租房｜蒙特雷
宜宾燃面,"墨西哥 Nuevo León, Cdad. Apodaca, Sta. Rosa - Mezquital, Avenida Concordia邮政编码: 66610",餐饮,5,3,ChIJxceIRwDtYoYR6almhNV-KGQ,25.7859863,-100.226228,中餐馆｜蒙特雷
沛羽學校,"Comanche, Azteca, 67150 Guadalupe, N.L., 墨西哥",教育/培训,,,ChIJ12CioXzrYoYRDhcXjiMUWow,25.6822663,-100.2391968,教育｜蒙特雷
火锅店,"Valle de Aragón 1036, Valle de Los Nogales, 66610 Cdad. Apodaca, N.L., 墨西哥",餐饮,,,ChIJu1_WNwDtYoYRg0yqQirgRTI,25.7918856,-100.2309508,huo guo｜蒙特雷 | 食品店｜蒙特雷
火锅店,"Vasconcelos, Av Bosques del Valle 150, 66238 San Pedro Garza García, N.L., 墨西哥",餐饮,5,1,ChIJkRhsTVu9YoYRu130O3WvTXk,25.6511116,-100.3744335,huo guo｜蒙特雷
경복궁,"Av. José Vasconcelos 355, Zona Campestre, 66267 San Pedro Garza García, N.L., 墨西哥",餐饮,3.7,168,ChIJCb7yPgq-YoYRy7EZtT9b2jc,25.6540011,-100.3481045,mala tang｜蒙特雷
몬테레이 M마트(Oriental Market) M-MART,"carr. miguel alemana km 14.2 bodega 11 parque, La Alianza, 66630 Cdad. Apodaca, N.L., 墨西哥",零售/超市,3.6,232,ChIJj8TrDnvrYoYRAcd0zyzSyxA,25.7399296,-100.2066479,亚洲超市｜蒙特雷 | 超市｜蒙特雷
